model_id,maker_name,model_name,model_slug,source_slug,source_model_key,active,priority,notes
291,マツダ,スクラムトラック,mazda-scrum-truck,kurumaerabi_kaitori,"{""root"":""4/8141"",""year_variants"":{}}",true,291,車選びドットコム買取のスクラムトラック買取相場ページ（追加済み・生成待ち）
292,マツダ,スピアーノ,mazda-spiano,kurumaerabi_kaitori,"{""root"":""4/2182"",""year_variants"":{}}",true,292,車選びドットコム買取のスピアーノ買取相場ページ（追加済み・生成待ち）
293,マツダ,トリビュート,mazda-tribute,kurumaerabi_kaitori,"{""root"":""4/6512"",""year_variants"":{}}",true,293,車選びドットコム買取のトリビュート買取相場ページ（追加済み・生成待ち）
294,マツダ,ファミリアセダン,mazda-familia-sedan,kurumaerabi_kaitori,"{""root"":""4/22629"",""year_variants"":{}}",true,294,車選びドットコム買取のファミリアセダン買取相場ページ（追加済み・生成待ち）
295,マツダ,ファミリアS-ワゴン,mazda-familia-s-wagon,kurumaerabi_kaitori,"{""root"":""4/5042"",""year_variants"":{}}",true,295,車選びドットコム買取のファミリアS-ワゴン買取相場ページ（追加済み・生成待ち）
296,マツダ,ファミリア,mazda-familia,kurumaerabi_kaitori,"{""root"":""4/4378"",""year_variants"":{}}",true,296,車選びドットコム買取のファミリア買取相場ページ（追加済み・生成待ち）
297,マツダ,ファミリアバン,mazda-familia-van,kurumaerabi_kaitori,"{""root"":""4/3966"",""year_variants"":{}}",true,297,車選びドットコム買取のファミリアバン買取相場ページ（追加済み・生成待ち）
298,マツダ,プレマシー,mazda-premacy,kurumaerabi_kaitori,"{""root"":""4/6813"",""year_variants"":{}}",true,298,車選びドットコム買取のプレマシー買取相場ページ（追加済み・生成待ち）
299,マツダ,ベリーサ,mazda-verisa,kurumaerabi_kaitori,"{""root"":""4/4850"",""year_variants"":{}}",true,299,車選びドットコム買取のベリーサ買取相場ページ（追加済み・生成待ち）
300,マツダ,アテンザスポーツ,mazda-atenza-sport,kurumaerabi_kaitori,"{""root"":""4/8140"",""year_variants"":{}}",true,300,車選びドットコム買取のアテンザスポーツ買取相場ページ（追加済み・生成待ち）
301,マツダ,アテンザスポーツワゴン,mazda-atenza-sport-wagon,kurumaerabi_kaitori,"{""root"":""4/6596"",""year_variants"":{}}",true,301,車選びドットコム買取のアテンザスポーツワゴン買取相場ページ（追加済み・生成待ち）
