model_id,maker_name,model_name,model_slug,source_slug,source_model_key,active,priority,notes
67,日産,ルークス,nissan-roox,kurumaerabi_kaitori,"{""root"":""2/21697"",""year_variants"":{}}",true,67,車選びドットコム買取のルークス買取相場ページ
68,日産,デイズ,nissan-dayz,kurumaerabi_kaitori,"{""root"":""2/22025"",""year_variants"":{}}",true,68,車選びドットコム買取のデイズ買取相場ページ
69,日産,エルグランド,nissan-elgrand,kurumaerabi_kaitori,"{""root"":""2/19741"",""year_variants"":{}}",true,69,車選びドットコム買取のエルグランド買取相場ページ
70,日産,フェアレディZ,nissan-fairlady-z,kurumaerabi_kaitori,"{""root"":""2/21410"",""year_variants"":{}}",true,70,車選びドットコム買取のフェアレディZ買取相場ページ
71,日産,スカイライン,nissan-skyline,kurumaerabi_kaitori,"{""root"":""2/208"",""year_variants"":{}}",true,71,車選びドットコム買取のスカイライン買取相場ページ
72,日産,キャラバン,nissan-caravan,kurumaerabi_kaitori,"{""root"":""2/3132"",""year_variants"":{}}",true,72,車選びドットコム買取のキャラバン買取相場ページ
73,日産,NV200バネット,nissan-nv200-vanette,kurumaerabi_kaitori,"{""root"":""2/21773"",""year_variants"":{}}",true,73,車選びドットコム買取のNV200バネット買取相場ページ
74,日産,シルビア,nissan-silvia,kurumaerabi_kaitori,"{""root"":""2/17034"",""year_variants"":{}}",true,74,車選びドットコム買取のシルビア買取相場ページ
75,日産,GT-R,nissan-gt-r,kurumaerabi_kaitori,"{""root"":""2/8785"",""year_variants"":{}}",true,75,車選びドットコム買取のGT-R買取相場ページ
76,日産,マーチ,nissan-march,kurumaerabi_kaitori,"{""root"":""2/21415"",""year_variants"":{}}",true,76,車選びドットコム買取のマーチ買取相場ページ
77,日産,キューブ,nissan-cube,kurumaerabi_kaitori,"{""root"":""2/18283"",""year_variants"":{}}",true,77,車選びドットコム買取のキューブ買取相場ページ
78,日産,ティーダ,nissan-tiida,kurumaerabi_kaitori,"{""root"":""2/5574"",""year_variants"":{}}",true,78,車選びドットコム買取のティーダ買取相場ページ
79,日産,ティアナ,nissan-teana,kurumaerabi_kaitori,"{""root"":""2/2741"",""year_variants"":{}}",true,79,車選びドットコム買取のティアナ買取相場ページ
80,日産,フーガ,nissan-fuga,kurumaerabi_kaitori,"{""root"":""2/6210"",""year_variants"":{}}",true,80,車選びドットコム買取のフーガ買取相場ページ
81,日産,プレサージュ,nissan-presage,kurumaerabi_kaitori,"{""root"":""2/3321"",""year_variants"":{}}",true,81,車選びドットコム買取のプレサージュ買取相場ページ
82,日産,ラフェスタ,nissan-lafesta,kurumaerabi_kaitori,"{""root"":""2/7538"",""year_variants"":{}}",true,82,車選びドットコム買取のラフェスタ買取相場ページ
83,日産,ムラーノ,nissan-murano,kurumaerabi_kaitori,"{""root"":""2/4043"",""year_variants"":{}}",true,83,車選びドットコム買取のムラーノ買取相場ページ
84,日産,ジューク,nissan-juke,kurumaerabi_kaitori,"{""root"":""2/21732"",""year_variants"":{}}",true,84,車選びドットコム買取のジューク買取相場ページ
85,日産,ブルーバード,nissan-bluebird,kurumaerabi_kaitori,"{""root"":""2/2777"",""year_variants"":{}}",true,85,車選びドットコム買取のブルーバード買取相場ページ
86,三菱,アウトランダーPHEV,mitsubishi-outlander-phev,kurumaerabi_kaitori,"{""root"":""6/21978"",""year_variants"":{}}",true,86,車選びドットコム買取のアウトランダーPHEV買取相場ページ（初回生成確認対象）
88,三菱,エクリプス クロス,mitsubishi-eclipse-cross,kurumaerabi_kaitori,"{""root"":""6/22736"",""year_variants"":{}}",true,88,車選びドットコム買取のエクリプス クロス買取相場ページ
89,三菱,デリカD:5,mitsubishi-delica-d5,kurumaerabi_kaitori,"{""root"":""6/20004"",""year_variants"":{}}",true,89,車選びドットコム買取のデリカD:5買取相場ページ（初回生成確認対象）
90,三菱,デリカミニ,mitsubishi-delica-mini,kurumaerabi_kaitori,"{""root"":""6/23379"",""year_variants"":{}}",true,90,車選びドットコム買取のデリカミニ買取相場ページ
91,三菱,eKクロス EV,mitsubishi-ek-cross-ev,kurumaerabi_kaitori,"{""root"":""6/23277"",""year_variants"":{}}",true,91,車選びドットコム買取のeKクロス EV買取相場ページ（初回生成確認対象）
92,三菱,eKクロス,mitsubishi-ek-cross,kurumaerabi_kaitori,"{""root"":""6/22898"",""year_variants"":{}}",true,92,車選びドットコム買取のeKクロス買取相場ページ
93,三菱,eKワゴン,mitsubishi-ek-wagon,kurumaerabi_kaitori,"{""root"":""6/6151"",""year_variants"":{}}",true,93,車選びドットコム買取のeKワゴン買取相場ページ
94,三菱,タウンボックス,mitsubishi-town-box,kurumaerabi_kaitori,"{""root"":""6/5503"",""year_variants"":{}}",true,94,車選びドットコム買取のタウンボックス買取相場ページ
95,三菱,エアトレック,mitsubishi-airtrek,kurumaerabi_kaitori,"{""root"":""6/368"",""year_variants"":{}}",true,95,車選びドットコム買取のエアトレック買取相場ページ
96,三菱,ギャラン,mitsubishi-galant,kurumaerabi_kaitori,"{""root"":""6/373"",""year_variants"":{}}",true,96,車選びドットコム買取のギャラン買取相場ページ
97,三菱,ギャランフォルティス,mitsubishi-galant-fortis,kurumaerabi_kaitori,"{""root"":""6/20183"",""year_variants"":{}}",true,97,車選びドットコム買取のギャランフォルティス買取相場ページ
98,三菱,ギャランフォルティススポーツバック,mitsubishi-galant-fortis-sportback,kurumaerabi_kaitori,"{""root"":""6/22501"",""year_variants"":{}}",true,98,車選びドットコム買取のギャランフォルティススポーツバック買取相場ページ
99,三菱,グランディス,mitsubishi-grandis,kurumaerabi_kaitori,"{""root"":""6/6068"",""year_variants"":{}}",true,99,車選びドットコム買取のグランディス買取相場ページ
100,三菱,トライトン,mitsubishi-triton,kurumaerabi_kaitori,"{""root"":""6/20005"",""year_variants"":{}}",true,100,車選びドットコム買取のトライトン買取相場ページ
101,三菱,パジェロ,mitsubishi-pajero,kurumaerabi_kaitori,"{""root"":""6/1447"",""year_variants"":{}}",true,101,車選びドットコム買取のパジェロ買取相場ページ
102,三菱,パジェロイオ,mitsubishi-pajero-io,kurumaerabi_kaitori,"{""root"":""6/409"",""year_variants"":{}}",true,102,車選びドットコム買取のパジェロイオ買取相場ページ
103,三菱,パジェロミニ,mitsubishi-pajero-mini,kurumaerabi_kaitori,"{""root"":""6/5485"",""year_variants"":{}}",true,103,車選びドットコム買取のパジェロミニ買取相場ページ
104,三菱,パジェロジュニア,mitsubishi-pajero-junior,kurumaerabi_kaitori,"{""root"":""6/3486"",""year_variants"":{}}",true,104,車選びドットコム買取のパジェロジュニア買取相場ページ
105,三菱,プラウディア,mitsubishi-proudia,kurumaerabi_kaitori,"{""root"":""6/19990"",""year_variants"":{}}",true,105,車選びドットコム買取のプラウディア買取相場ページ
106,三菱,ミニキャブトラック,mitsubishi-mini-cab-truck,kurumaerabi_kaitori,"{""root"":""6/5808"",""year_variants"":{}}",true,106,車選びドットコム買取のミニキャブトラック買取相場ページ
107,三菱,ミラージュ,mitsubishi-mirage,kurumaerabi_kaitori,"{""root"":""6/3946"",""year_variants"":{}}",true,107,車選びドットコム買取のミラージュ買取相場ページ
108,三菱,ランサーエボリューション,mitsubishi-lancer-evolution,kurumaerabi_kaitori,"{""root"":""6/1218"",""year_variants"":{}}",true,108,車選びドットコム買取のランサーエボリューション買取相場ページ（初回生成確認対象）
109,三菱,ランサーエボリューションワゴン,mitsubishi-lancer-evolution-wagon,kurumaerabi_kaitori,"{""root"":""6/20341"",""year_variants"":{}}",true,109,車選びドットコム買取のランサーエボリューションワゴン買取相場ページ
110,三菱,ランサーセディアワゴン,mitsubishi-lancer-cedia-wagon,kurumaerabi_kaitori,"{""root"":""6/3934"",""year_variants"":{}}",true,110,車選びドットコム買取のランサーセディアワゴン買取相場ページ
111,三菱,ランサーセディア,mitsubishi-lancer-cedia,kurumaerabi_kaitori,"{""root"":""6/424"",""year_variants"":{}}",true,111,車選びドットコム買取のランサーセディア買取相場ページ
112,三菱,ランサーカーゴ,mitsubishi-lancer-cargo,kurumaerabi_kaitori,"{""root"":""6/19994"",""year_variants"":{}}",true,112,車選びドットコム買取のランサーカーゴ買取相場ページ
113,三菱,ランサーワゴン,mitsubishi-lancer-wagon,kurumaerabi_kaitori,"{""root"":""6/2732"",""year_variants"":{}}",true,113,車選びドットコム買取のランサーワゴン買取相場ページ
114,三菱,レグナム,mitsubishi-legnum,kurumaerabi_kaitori,"{""root"":""6/7734"",""year_variants"":{}}",true,114,車選びドットコム買取のレグナム買取相場ページ
115,三菱,コルト,mitsubishi-colt,kurumaerabi_kaitori,"{""root"":""6/4755"",""year_variants"":{}}",true,115,車選びドットコム買取のコルト買取相場ページ
116,三菱,コルトプラス,mitsubishi-colt-plus,kurumaerabi_kaitori,"{""root"":""6/8176"",""year_variants"":{}}",true,116,車選びドットコム買取のコルトプラス買取相場ページ
117,三菱,ディオン,mitsubishi-dion,kurumaerabi_kaitori,"{""root"":""6/3482"",""year_variants"":{}}",true,117,車選びドットコム買取のディオン買取相場ページ
118,三菱,デリカ スペースギア,mitsubishi-delica-space-gear,kurumaerabi_kaitori,"{""root"":""6/7973"",""year_variants"":{}}",true,118,車選びドットコム買取のデリカ スペースギア買取相場ページ
119,三菱,デリカバン,mitsubishi-delica-van,kurumaerabi_kaitori,"{""root"":""6/15586"",""year_variants"":{}}",true,119,車選びドットコム買取のデリカバン買取相場ページ
120,三菱,ディアマンテ,mitsubishi-diamante,kurumaerabi_kaitori,"{""root"":""6/13573"",""year_variants"":{}}",true,120,車選びドットコム買取のディアマンテ買取相場ページ
121,三菱,ミニカ,mitsubishi-minica,kurumaerabi_kaitori,"{""root"":""6/17178"",""year_variants"":{}}",true,121,車選びドットコム買取のミニカ買取相場ページ
122,スズキ,アルト,suzuki-alto,kurumaerabi_kaitori,"{""root"":""9/10384"",""year_variants"":{}}",true,122,車選びドットコム買取のアルト買取相場ページ（追加済み・生成待ち）
123,スズキ,MRワゴン,suzuki-mr-wagon,kurumaerabi_kaitori,"{""root"":""9/5696"",""year_variants"":{}}",true,123,車選びドットコム買取のMRワゴン買取相場ページ（追加済み・生成待ち）
124,スズキ,SX4,suzuki-sx4,kurumaerabi_kaitori,"{""root"":""9/16511"",""year_variants"":{}}",true,124,車選びドットコム買取のSX4買取相場ページ（追加済み・生成待ち）
125,スズキ,SX4 クロス,suzuki-sx4-s-cross,kurumaerabi_kaitori,"{""root"":""9/22220"",""year_variants"":{}}",true,125,車選びドットコム買取のSX4 Sクロス買取相場ページ（追加済み・生成待ち）
126,スズキ,X-90,suzuki-x-90,kurumaerabi_kaitori,"{""root"":""9/19999"",""year_variants"":{}}",true,126,車選びドットコム買取のX-90買取相場ページ（初回生成確認対象）
127,スズキ,イグニス,suzuki-ignis,kurumaerabi_kaitori,"{""root"":""9/22387"",""year_variants"":{}}",true,127,車選びドットコム買取のイグニス買取相場ページ（追加済み・生成待ち）
128,スズキ,アルトラパンショコラ,suzuki-alto-lapin-chocolat,kurumaerabi_kaitori,"{""root"":""9/22037"",""year_variants"":{}}",true,128,車選びドットコム買取のアルトラパンショコラ買取相場ページ（追加済み・生成待ち）
129,スズキ,アルトエコ,suzuki-alto-eco,kurumaerabi_kaitori,"{""root"":""9/21845"",""year_variants"":{}}",true,129,車選びドットコム買取のアルトエコ買取相場ページ（追加済み・生成待ち）
130,スズキ,アルトワークス,suzuki-alto-works,kurumaerabi_kaitori,"{""root"":""9/14464"",""year_variants"":{}}",true,130,車選びドットコム買取のアルトワークス買取相場ページ（追加済み・生成待ち）
131,スズキ,エブリイ,suzuki-every,kurumaerabi_kaitori,"{""root"":""9/13585"",""year_variants"":{}}",true,131,車選びドットコム買取のエブリイ買取相場ページ（追加済み・生成待ち）
132,スズキ,エリオ,suzuki-erio,kurumaerabi_kaitori,"{""root"":""9/461"",""year_variants"":{}}",true,132,車選びドットコム買取のエリオ買取相場ページ（追加済み・生成待ち）
133,スズキ,エリオセダン,suzuki-erio-sedan,kurumaerabi_kaitori,"{""root"":""9/20000"",""year_variants"":{}}",true,133,車選びドットコム買取のエリオセダン買取相場ページ（追加済み・生成待ち）
134,スズキ,エブリイランディ,suzuki-every-landy,kurumaerabi_kaitori,"{""root"":""9/5832"",""year_variants"":{}}",true,134,車選びドットコム買取のエブリイランディ買取相場ページ（追加済み・生成待ち）
135,スズキ,キザシ,suzuki-kizashi,kurumaerabi_kaitori,"{""root"":""9/21690"",""year_variants"":{}}",true,135,車選びドットコム買取のキザシ買取相場ページ（追加済み・生成待ち）
136,スズキ,スプラッシュ,suzuki-splash,kurumaerabi_kaitori,"{""root"":""9/21393"",""year_variants"":{}}",true,136,車選びドットコム買取のスプラッシュ買取相場ページ（追加済み・生成待ち）
137,スズキ,セルボ,suzuki-cervo,kurumaerabi_kaitori,"{""root"":""9/10422"",""year_variants"":{}}",true,137,車選びドットコム買取のセルボ買取相場ページ（追加済み・生成待ち）
138,スズキ,セルボモード,suzuki-cervo-mode,kurumaerabi_kaitori,"{""root"":""9/21241"",""year_variants"":{}}",true,138,車選びドットコム買取のセルボモード買取相場ページ（追加済み・生成待ち）
139,スズキ,ツイン,suzuki-twin,kurumaerabi_kaitori,"{""root"":""9/7749"",""year_variants"":{}}",true,139,車選びドットコム買取のツイン買取相場ページ（追加済み・生成待ち）
140,スズキ,バレーノ,suzuki-baleno,kurumaerabi_kaitori,"{""root"":""9/22411"",""year_variants"":{}}",true,140,車選びドットコム買取のバレーノ買取相場ページ（追加済み・生成待ち）
141,スズキ,パレット,suzuki-palette,kurumaerabi_kaitori,"{""root"":""9/20346"",""year_variants"":{}}",true,141,車選びドットコム買取のパレット買取相場ページ（追加済み・生成待ち）
142,スズキ,エブリイワゴン,suzuki-every-wagon,kurumaerabi_kaitori,"{""root"":""9/10724"",""year_variants"":{}}",true,142,車選びドットコム買取のエブリイワゴン買取相場ページ（追加済み・生成待ち）
143,スズキ,ジムニー,suzuki-jimny,kurumaerabi_kaitori,"{""root"":""9/7325"",""year_variants"":{}}",true,143,車選びドットコム買取のジムニー買取相場ページ（初回生成確認対象）
144,スズキ,ジムニーワイド,suzuki-jimny-wide,kurumaerabi_kaitori,"{""root"":""9/2808"",""year_variants"":{}}",true,144,車選びドットコム買取のジムニーワイド買取相場ページ（追加済み・生成待ち）
145,スズキ,スペーシア,suzuki-spacia,kurumaerabi_kaitori,"{""root"":""9/22009"",""year_variants"":{}}",true,145,車選びドットコム買取のスペーシア買取相場ページ（追加済み・生成待ち）
146,スズキ,スペーシアカスタム,suzuki-spacia-custom,kurumaerabi_kaitori,"{""root"":""9/22022"",""year_variants"":{}}",true,146,車選びドットコム買取のスペーシアカスタム買取相場ページ（追加済み・生成待ち）
147,スズキ,スペーシアギア,suzuki-spacia-gear,kurumaerabi_kaitori,"{""root"":""9/22946"",""year_variants"":{}}",true,147,車選びドットコム買取のスペーシアギア買取相場ページ（追加済み・生成待ち）
148,スズキ,ハスラー,suzuki-hustler,kurumaerabi_kaitori,"{""root"":""9/22078"",""year_variants"":{}}",true,148,車選びドットコム買取のハスラー買取相場ページ（追加済み・生成待ち）
149,スズキ,アルトラパン,suzuki-alto-lapin,kurumaerabi_kaitori,"{""root"":""9/16828"",""year_variants"":{}}",true,149,車選びドットコム買取のアルトラパン買取相場ページ（追加済み・生成待ち）
150,スズキ,ワゴンRスティングレー,suzuki-wagon-r-stingray,kurumaerabi_kaitori,"{""root"":""9/20085"",""year_variants"":{}}",true,150,車選びドットコム買取のワゴンRスティングレー買取相場ページ（追加済み・生成待ち）
151,スズキ,ワゴンRソリオ,suzuki-wagon-r-solio,kurumaerabi_kaitori,"{""root"":""9/13303"",""year_variants"":{}}",true,151,車選びドットコム買取のワゴンRソリオ買取相場ページ（追加済み・生成待ち）
152,スズキ,ワゴンRスマイル,suzuki-wagon-r-smile,kurumaerabi_kaitori,"{""root"":""9/23158"",""year_variants"":{}}",true,152,車選びドットコム買取のワゴンRスマイル買取相場ページ（追加済み・生成待ち）
153,スズキ,ワゴンR RR,suzuki-wagon-r-rr,kurumaerabi_kaitori,"{""root"":""9/14629"",""year_variants"":{}}",true,153,車選びドットコム買取のワゴンR RR買取相場ページ（追加済み・生成待ち）
154,スズキ,ワゴンRカスタムZ,suzuki-wagon-r-custom-z,kurumaerabi_kaitori,"{""root"":""9/23296"",""year_variants"":{}}",true,154,車選びドットコム買取のワゴンRカスタムZ買取相場ページ（追加済み・生成待ち）
